IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.24.249.24,4,4,0.00,219.42,0.00,LAX
104.20.28.79,4,4,0.00,219.44,0.00,LAX
104.24.134.29,4,4,0.00,219.44,0.00,LAX
172.67.75.106,4,4,0.00,219.44,0.00,LAX
172.67.245.104,4,4,0.00,219.45,0.00,LAX
198.41.223.200,4,4,0.00,219.45,0.00,LAX
104.24.54.242,4,4,0.00,219.45,0.00,LAX
104.16.49.82,4,4,0.00,219.45,0.00,LAX
104.24.93.42,4,4,0.00,219.46,0.00,LAX
172.65.48.38,4,4,0.00,219.48,0.00,LAX
104.18.73.18,4,4,0.00,219.49,0.00,LAX
104.19.56.248,4,4,0.00,219.50,0.00,LAX
172.66.211.220,4,4,0.00,219.52,0.00,SJC
104.17.188.185,4,4,0.00,219.52,0.00,LAX
104.21.205.10,4,4,0.00,219.53,0.00,LAX
104.24.192.10,4,4,0.00,219.53,0.00,LAX
104.16.99.163,4,4,0.00,219.53,0.00,LAX
162.159.231.68,4,4,0.00,219.54,0.00,LAX
172.66.155.77,4,4,0.00,219.55,0.00,LAX
198.41.193.47,4,4,0.00,219.55,0.00,LAX
104.17.194.238,4,4,0.00,219.57,0.00,LAX
104.25.139.246,4,4,0.00,219.57,0.00,LAX
104.18.104.9,4,4,0.00,219.59,0.00,LAX
104.21.69.161,4,4,0.00,219.61,0.00,LAX
104.21.105.101,4,4,0.00,219.61,0.00,LAX
104.18.63.46,4,4,0.00,219.62,0.00,LAX
172.64.149.58,4,4,0.00,219.62,0.00,LAX
104.17.56.178,4,4,0.00,219.63,0.00,LAX
172.66.167.83,4,4,0.00,219.63,0.00,LAX
104.20.7.55,4,4,0.00,219.64,0.00,LAX
172.66.41.227,4,4,0.00,219.66,0.00,LAX
104.17.22.170,4,4,0.00,219.68,0.00,LAX
104.18.217.192,4,4,0.00,219.69,0.00,LAX
104.19.166.221,4,4,0.00,219.69,0.00,LAX
104.24.254.37,4,4,0.00,219.70,0.00,LAX
172.66.149.55,4,4,0.00,219.72,0.00,LAX
104.25.30.82,4,4,0.00,219.72,0.00,LAX
172.67.229.55,4,4,0.00,219.72,0.00,LAX
104.16.132.23,4,4,0.00,219.73,0.00,LAX
104.21.30.203,4,4,0.00,219.74,0.00,LAX
104.27.23.198,4,4,0.00,219.77,0.00,LAX
104.25.104.168,4,4,0.00,219.77,0.00,LAX
162.159.7.171,4,4,0.00,219.78,0.00,LAX
172.66.150.157,4,4,0.00,219.79,0.00,LAX
104.25.83.240,4,4,0.00,219.81,0.00,LAX
162.159.95.199,4,4,0.00,219.81,0.00,LAX
104.17.114.173,4,4,0.00,219.81,0.00,LAX
104.24.218.40,4,4,0.00,219.83,0.00,LAX
104.19.249.95,4,4,0.00,219.83,0.00,LAX
172.67.218.14,4,4,0.00,219.88,0.00,LAX
104.24.16.3,4,4,0.00,219.88,0.00,LAX
104.17.210.126,4,4,0.00,219.88,0.00,LAX
104.17.9.182,4,4,0.00,219.89,0.00,LAX
104.16.148.229,4,4,0.00,219.90,0.00,LAX
172.67.134.217,4,4,0.00,219.90,0.00,LAX
104.16.238.39,4,4,0.00,219.90,0.00,LAX
172.67.196.214,4,4,0.00,219.93,0.00,LAX
104.20.21.199,4,4,0.00,219.93,0.00,LAX
104.21.100.229,4,4,0.00,219.97,0.00,LAX
104.27.118.147,4,4,0.00,220.00,0.00,LAX
104.19.252.142,4,4,0.00,220.00,0.00,LAX
104.26.10.129,4,4,0.00,220.00,0.00,LAX
104.19.27.69,4,4,0.00,220.00,0.00,LAX
172.64.186.170,4,4,0.00,220.01,0.00,LAX
104.24.198.251,4,4,0.00,220.03,0.00,LAX
172.66.151.99,4,4,0.00,220.04,0.00,LAX
104.27.203.134,4,4,0.00,220.04,0.00,LAX
104.24.172.198,4,4,0.00,220.04,0.00,LAX
104.17.104.30,4,4,0.00,220.05,0.00,LAX
172.65.44.77,4,4,0.00,220.05,0.00,LAX
172.67.220.175,4,4,0.00,220.06,0.00,LAX
172.67.101.57,4,4,0.00,220.06,0.00,LAX
104.16.64.138,4,4,0.00,220.06,0.00,LAX
104.25.183.94,4,4,0.00,220.06,0.00,LAX
104.19.214.146,4,4,0.00,220.07,0.00,LAX
104.17.74.203,4,4,0.00,220.07,0.00,LAX
104.17.83.248,4,4,0.00,220.08,0.00,LAX
104.27.78.81,4,4,0.00,220.08,0.00,LAX
104.25.229.153,4,4,0.00,220.10,0.00,LAX
104.27.114.197,4,4,0.00,220.10,0.00,LAX
172.67.139.100,4,4,0.00,220.11,0.00,LAX
190.93.244.48,4,4,0.00,220.11,0.00,LAX
172.67.78.98,4,4,0.00,220.12,0.00,LAX
162.159.129.164,4,4,0.00,220.12,0.00,LAX
104.17.27.138,4,4,0.00,220.12,0.00,LAX
104.24.231.151,4,4,0.00,220.14,0.00,LAX
104.17.238.206,4,4,0.00,220.15,0.00,LAX
104.24.202.4,4,4,0.00,220.15,0.00,LAX
104.19.80.206,4,4,0.00,220.16,0.00,LAX
104.24.208.170,4,4,0.00,220.16,0.00,LAX
172.66.163.34,4,4,0.00,220.16,0.00,LAX
104.19.207.48,4,4,0.00,220.17,0.00,LAX
172.67.125.227,4,4,0.00,220.19,0.00,LAX
104.19.86.168,4,4,0.00,220.20,0.00,LAX
104.21.24.249,4,4,0.00,220.21,0.00,LAX
172.65.232.164,4,4,0.00,220.21,0.00,LAX
162.159.34.72,4,4,0.00,220.22,0.00,LAX
104.19.138.216,4,4,0.00,220.22,0.00,LAX
104.25.251.38,4,4,0.00,220.22,0.00,LAX
104.18.123.154,4,4,0.00,220.23,0.00,LAX
104.16.27.57,4,4,0.00,220.23,0.00,LAX
104.19.67.35,4,4,0.00,220.24,0.00,LAX
104.16.67.68,4,4,0.00,220.25,0.00,LAX
104.24.229.217,4,4,0.00,220.26,0.00,LAX
172.67.237.56,4,4,0.00,220.27,0.00,LAX
104.16.183.167,4,4,0.00,220.29,0.00,LAX
104.17.13.4,4,4,0.00,220.31,0.00,LAX
104.19.175.231,4,4,0.00,220.31,0.00,LAX
104.26.2.78,4,4,0.00,220.32,0.00,LAX
162.159.243.183,4,4,0.00,220.32,0.00,LAX
104.21.228.209,4,4,0.00,220.33,0.00,LAX
172.67.168.94,4,4,0.00,220.34,0.00,LAX
162.159.92.151,4,4,0.00,220.34,0.00,LAX
104.25.202.56,4,4,0.00,220.35,0.00,LAX
172.64.66.103,4,4,0.00,220.35,0.00,LAX
104.18.164.96,4,4,0.00,220.36,0.00,LAX
104.18.44.27,4,4,0.00,220.38,0.00,LAX
104.24.158.151,4,4,0.00,220.40,0.00,LAX
104.19.17.153,4,4,0.00,220.40,0.00,LAX
104.18.109.247,4,4,0.00,220.40,0.00,LAX
104.17.239.225,4,4,0.00,220.41,0.00,LAX
104.19.246.126,4,4,0.00,220.42,0.00,LAX
104.25.176.69,4,4,0.00,220.43,0.00,LAX
172.64.155.37,4,4,0.00,220.44,0.00,LAX
104.16.96.94,4,4,0.00,220.44,0.00,LAX
104.27.55.21,4,4,0.00,220.46,0.00,LAX
104.18.126.58,4,4,0.00,220.46,0.00,LAX
162.159.22.25,4,4,0.00,220.47,0.00,LAX
162.159.157.157,4,4,0.00,220.47,0.00,LAX
104.25.189.124,4,4,0.00,220.49,0.00,LAX
172.67.71.141,4,4,0.00,220.54,0.00,LAX
172.67.67.29,4,4,0.00,220.54,0.00,LAX
162.159.48.79,4,4,0.00,220.54,0.00,LAX
162.159.141.3,4,4,0.00,220.55,0.00,LAX
104.21.35.139,4,4,0.00,220.57,0.00,LAX
104.16.231.71,4,4,0.00,220.57,0.00,LAX
172.67.89.53,4,4,0.00,220.57,0.00,LAX
104.21.77.221,4,4,0.00,220.58,0.00,LAX
104.17.49.55,4,4,0.00,220.60,0.00,LAX
172.67.111.135,4,4,0.00,220.60,0.00,LAX
104.16.44.38,4,4,0.00,220.60,0.00,LAX
104.25.142.46,4,4,0.00,220.62,0.00,LAX
104.25.242.184,4,4,0.00,220.62,0.00,LAX
104.17.95.254,4,4,0.00,220.63,0.00,LAX
104.18.134.12,4,4,0.00,220.63,0.00,LAX
104.19.74.77,4,4,0.00,220.64,0.00,LAX
162.159.60.40,4,4,0.00,220.64,0.00,LAX
104.25.197.163,4,4,0.00,220.65,0.00,LAX
104.21.86.57,4,4,0.00,220.67,0.00,LAX
172.67.149.74,4,4,0.00,220.68,0.00,LAX
104.25.87.208,4,4,0.00,220.69,0.00,LAX
104.25.91.57,4,4,0.00,220.69,0.00,LAX
104.19.153.253,4,4,0.00,220.70,0.00,LAX
104.17.63.138,4,4,0.00,220.70,0.00,LAX
104.21.220.9,4,4,0.00,220.70,0.00,LAX
104.25.237.163,4,4,0.00,220.70,0.00,LAX
104.18.100.3,4,4,0.00,220.71,0.00,LAX
104.17.136.6,4,4,0.00,220.71,0.00,LAX
162.159.155.219,4,4,0.00,220.71,0.00,LAX
104.17.46.204,4,4,0.00,220.72,0.00,LAX
172.67.212.224,4,4,0.00,220.73,0.00,LAX
104.17.205.213,4,4,0.00,220.74,0.00,LAX
172.64.74.46,4,4,0.00,220.75,0.00,LAX
172.67.170.155,4,4,0.00,220.76,0.00,LAX
104.24.199.8,4,4,0.00,220.77,0.00,LAX
172.66.157.60,4,4,0.00,220.78,0.00,LAX
104.20.10.8,4,4,0.00,220.79,0.00,LAX
104.24.207.214,4,4,0.00,220.79,0.00,LAX
172.66.209.193,4,4,0.00,220.80,0.00,SJC
104.17.7.214,4,4,0.00,220.80,0.00,LAX
104.24.145.3,4,4,0.00,220.81,0.00,LAX
162.159.17.163,4,4,0.00,220.83,0.00,LAX
104.19.125.7,4,4,0.00,220.86,0.00,LAX
104.21.201.40,4,4,0.00,220.87,0.00,LAX
104.24.252.48,4,4,0.00,220.87,0.00,LAX
198.41.218.34,4,4,0.00,220.89,0.00,LAX
104.27.121.153,4,4,0.00,220.90,0.00,LAX
104.16.0.58,4,4,0.00,220.91,0.00,LAX
104.25.158.189,4,4,0.00,220.92,0.00,LAX
104.24.67.211,4,4,0.00,220.93,0.00,LAX
172.66.201.128,4,4,0.00,220.95,0.00,LAX
104.24.234.147,4,4,0.00,220.96,0.00,LAX
172.65.242.85,4,4,0.00,221.00,0.00,LAX
104.25.239.171,4,4,0.00,221.00,0.00,LAX
104.27.113.247,4,4,0.00,221.00,0.00,LAX
104.17.198.143,4,4,0.00,221.02,0.00,LAX
104.19.96.131,4,4,0.00,221.05,0.00,LAX
172.64.38.81,4,4,0.00,221.06,0.00,LAX
172.65.252.84,4,4,0.00,221.07,0.00,LAX
104.27.73.63,4,4,0.00,221.08,0.00,LAX
104.18.3.178,4,4,0.00,221.09,0.00,LAX
104.25.154.54,4,4,0.00,221.13,0.00,LAX
104.21.108.95,4,4,0.00,221.13,0.00,LAX
104.25.102.125,4,4,0.00,221.14,0.00,LAX
104.18.86.165,4,4,0.00,221.15,0.00,LAX
104.16.35.202,4,4,0.00,221.17,0.00,LAX
104.18.166.71,4,4,0.00,221.21,0.00,LAX
104.17.97.202,4,4,0.00,221.23,0.00,LAX
104.16.62.117,4,4,0.00,221.23,0.00,LAX
104.25.177.227,4,4,0.00,221.23,0.00,LAX
103.21.244.81,4,4,0.00,221.23,0.00,LAX
104.17.246.178,4,4,0.00,221.24,0.00,LAX
172.66.152.151,4,4,0.00,221.24,0.00,LAX
104.19.147.7,4,4,0.00,221.25,0.00,LAX
104.17.234.236,4,4,0.00,221.26,0.00,LAX
104.21.68.146,4,4,0.00,221.26,0.00,LAX
104.24.46.169,4,4,0.00,221.30,0.00,LAX
104.16.151.230,4,4,0.00,221.33,0.00,LAX
104.27.47.173,4,4,0.00,221.34,0.00,LAX
104.16.245.77,4,4,0.00,221.34,0.00,LAX
104.17.206.149,4,4,0.00,221.35,0.00,LAX
104.17.15.17,4,4,0.00,221.38,0.00,LAX
104.18.83.2,4,4,0.00,221.41,0.00,LAX
104.24.80.98,4,4,0.00,221.42,0.00,LAX
104.27.35.125,4,4,0.00,221.42,0.00,LAX
104.19.82.253,4,4,0.00,221.46,0.00,LAX
172.67.210.133,4,4,0.00,221.47,0.00,LAX
172.66.208.194,4,4,0.00,221.50,0.00,LAX
172.67.116.82,4,4,0.00,221.50,0.00,LAX
104.16.104.7,4,4,0.00,221.52,0.00,LAX
104.18.160.38,4,4,0.00,221.54,0.00,LAX
104.25.111.123,4,4,0.00,221.54,0.00,LAX
104.27.77.138,4,4,0.00,221.57,0.00,LAX
104.24.235.174,4,4,0.00,221.57,0.00,LAX
104.27.68.112,4,4,0.00,221.57,0.00,LAX
104.17.229.224,4,4,0.00,221.59,0.00,LAX
104.24.152.190,4,4,0.00,221.59,0.00,LAX
172.67.104.146,4,4,0.00,221.60,0.00,LAX
104.17.81.88,4,4,0.00,221.62,0.00,LAX
104.24.237.234,4,4,0.00,221.62,0.00,LAX
104.24.163.210,4,4,0.00,221.62,0.00,LAX
104.20.8.93,4,4,0.00,221.63,0.00,LAX
104.21.237.55,4,4,0.00,221.63,0.00,LAX
104.18.26.248,4,4,0.00,221.63,0.00,LAX
162.159.90.247,4,4,0.00,221.65,0.00,LAX
104.24.128.208,4,4,0.00,221.67,0.00,LAX
104.16.55.87,4,4,0.00,221.69,0.00,LAX
104.27.91.209,4,4,0.00,221.69,0.00,LAX
104.25.126.244,4,4,0.00,221.70,0.00,LAX
172.67.254.156,4,4,0.00,221.72,0.00,LAX
104.24.31.235,4,4,0.00,221.75,0.00,LAX
104.17.39.110,4,4,0.00,221.76,0.00,LAX
104.27.194.109,4,4,0.00,221.76,0.00,LAX
104.24.5.176,4,4,0.00,221.77,0.00,LAX
104.25.81.77,4,4,0.00,221.80,0.00,LAX
104.20.53.63,4,4,0.00,221.80,0.00,LAX
104.21.125.235,4,4,0.00,221.80,0.00,LAX
104.17.244.186,4,4,0.00,221.81,0.00,LAX
104.21.10.149,4,4,0.00,221.82,0.00,LAX
104.16.237.189,4,4,0.00,221.83,0.00,LAX
104.21.71.194,4,4,0.00,221.84,0.00,LAX
104.21.8.11,4,4,0.00,221.85,0.00,LAX
104.18.117.84,4,4,0.00,221.86,0.00,LAX
172.67.132.197,4,4,0.00,221.88,0.00,LAX
104.17.48.156,4,4,0.00,221.88,0.00,LAX
104.24.66.188,4,4,0.00,221.91,0.00,LAX
104.24.27.142,4,4,0.00,221.92,0.00,LAX
172.65.47.177,4,4,0.00,221.92,0.00,LAX
104.19.62.202,4,4,0.00,221.93,0.00,LAX
172.67.188.134,4,4,0.00,221.98,0.00,LAX
162.159.14.238,4,4,0.00,221.99,0.00,LAX
104.19.51.231,4,4,0.00,221.99,0.00,LAX
162.159.33.27,4,4,0.00,222.01,0.00,LAX
104.17.165.217,4,4,0.00,222.01,0.00,LAX
104.17.3.206,4,4,0.00,222.02,0.00,LAX
104.24.37.66,4,4,0.00,222.03,0.00,LAX
104.19.85.242,4,4,0.00,222.03,0.00,LAX
104.24.219.47,4,4,0.00,222.05,0.00,LAX
104.25.215.253,4,4,0.00,222.05,0.00,LAX
104.17.119.19,4,4,0.00,222.06,0.00,LAX
172.64.83.116,4,4,0.00,222.07,0.00,LAX
104.16.45.148,4,4,0.00,222.07,0.00,LAX
172.67.193.192,4,4,0.00,222.12,0.00,LAX
104.24.40.41,4,4,0.00,222.12,0.00,LAX
104.25.224.126,4,4,0.00,222.14,0.00,LAX
172.67.252.36,4,4,0.00,222.15,0.00,LAX
104.21.216.169,4,4,0.00,222.15,0.00,LAX
104.24.30.128,4,4,0.00,222.17,0.00,LAX
104.16.178.74,4,4,0.00,222.17,0.00,LAX
104.25.21.216,4,4,0.00,222.19,0.00,LAX
104.19.210.248,4,4,0.00,222.19,0.00,LAX
104.21.204.2,4,4,0.00,222.20,0.00,LAX
104.25.247.33,4,4,0.00,222.20,0.00,LAX
104.25.125.122,4,4,0.00,222.21,0.00,LAX
104.18.155.10,4,4,0.00,222.21,0.00,LAX
104.19.87.221,4,4,0.00,222.23,0.00,LAX
104.20.57.142,4,4,0.00,222.23,0.00,LAX
104.17.107.242,4,4,0.00,222.27,0.00,LAX
104.24.251.206,4,4,0.00,222.30,0.00,LAX
172.66.176.203,4,4,0.00,222.31,0.00,SJC
104.21.203.135,4,4,0.00,222.32,0.00,LAX
104.24.36.216,4,4,0.00,222.33,0.00,LAX
104.16.167.149,4,4,0.00,222.33,0.00,LAX
104.19.50.112,4,4,0.00,222.34,0.00,LAX
104.16.188.56,4,4,0.00,222.35,0.00,LAX
104.19.92.62,4,4,0.00,222.35,0.00,LAX
172.65.56.182,4,4,0.00,222.35,0.00,LAX
104.19.224.235,4,4,0.00,222.35,0.00,LAX
104.25.162.100,4,4,0.00,222.36,0.00,LAX
104.16.69.198,4,4,0.00,222.36,0.00,LAX
172.66.210.45,4,4,0.00,222.38,0.00,SJC
104.18.213.228,4,4,0.00,222.38,0.00,LAX
162.159.81.168,4,4,0.00,222.38,0.00,LAX
104.19.7.5,4,4,0.00,222.39,0.00,LAX
104.27.12.203,4,4,0.00,222.41,0.00,LAX
104.16.224.139,4,4,0.00,222.41,0.00,LAX
104.24.138.58,4,4,0.00,222.41,0.00,LAX
104.19.236.242,4,4,0.00,222.43,0.00,LAX
104.16.84.100,4,4,0.00,222.43,0.00,LAX
104.25.167.66,4,4,0.00,222.46,0.00,LAX
104.27.3.206,4,4,0.00,222.46,0.00,LAX
104.18.211.64,4,4,0.00,222.46,0.00,LAX
104.19.102.119,4,4,0.00,222.47,0.00,LAX
104.27.107.104,4,4,0.00,222.48,0.00,LAX
104.17.1.85,4,4,0.00,222.48,0.00,LAX
162.159.6.151,4,4,0.00,222.49,0.00,LAX
104.24.25.62,4,4,0.00,222.52,0.00,LAX
104.20.37.32,4,4,0.00,222.53,0.00,LAX
172.64.85.202,4,4,0.00,222.53,0.00,LAX
104.18.20.169,4,4,0.00,222.55,0.00,LAX
104.24.141.62,4,4,0.00,222.56,0.00,LAX
172.66.129.187,4,4,0.00,222.58,0.00,SJC
162.159.244.156,4,4,0.00,222.59,0.00,LAX
104.18.133.250,4,4,0.00,222.59,0.00,LAX
172.64.154.10,4,4,0.00,222.60,0.00,LAX
172.67.84.237,4,4,0.00,222.60,0.00,LAX
104.20.24.79,4,4,0.00,222.62,0.00,LAX
172.64.34.3,4,4,0.00,222.62,0.00,LAX
104.21.119.219,4,4,0.00,222.63,0.00,LAX
172.67.165.42,4,4,0.00,222.64,0.00,LAX
104.17.138.41,4,4,0.00,222.66,0.00,LAX
104.24.206.94,4,4,0.00,222.66,0.00,LAX
104.18.227.150,4,4,0.00,222.67,0.00,LAX
172.67.87.249,4,4,0.00,222.69,0.00,LAX
104.25.161.106,4,4,0.00,222.71,0.00,LAX
104.18.51.217,4,4,0.00,222.72,0.00,LAX
104.25.196.185,4,4,0.00,222.72,0.00,LAX
104.17.186.122,4,4,0.00,222.74,0.00,LAX
104.21.96.139,4,4,0.00,222.75,0.00,LAX
104.18.238.195,4,4,0.00,222.77,0.00,LAX
172.64.35.54,4,4,0.00,222.78,0.00,LAX
104.17.235.102,4,4,0.00,222.80,0.00,LAX
104.17.8.33,4,4,0.00,222.81,0.00,LAX
172.66.169.188,4,4,0.00,222.81,0.00,LAX
104.21.54.15,4,4,0.00,222.82,0.00,LAX
104.19.97.155,4,4,0.00,222.86,0.00,LAX
104.25.72.240,4,4,0.00,222.88,0.00,LAX
104.21.95.234,4,4,0.00,222.88,0.00,LAX
104.19.242.153,4,4,0.00,222.89,0.00,LAX
104.24.42.91,4,4,0.00,222.90,0.00,LAX
104.18.128.77,4,4,0.00,222.91,0.00,LAX
104.24.51.148,4,4,0.00,222.92,0.00,LAX
172.67.103.127,4,4,0.00,222.92,0.00,LAX
172.67.216.79,4,4,0.00,222.93,0.00,LAX
162.159.245.7,4,4,0.00,222.96,0.00,LAX
104.19.47.231,4,4,0.00,222.97,0.00,LAX
104.19.46.212,4,4,0.00,222.97,0.00,LAX
172.67.223.25,4,4,0.00,222.97,0.00,LAX
104.25.185.98,4,4,0.00,222.98,0.00,LAX
172.67.225.174,4,4,0.00,222.98,0.00,LAX
104.17.71.171,4,4,0.00,222.98,0.00,LAX
104.17.29.8,4,4,0.00,223.00,0.00,LAX
104.19.250.33,4,4,0.00,223.00,0.00,LAX
104.17.174.190,4,4,0.00,223.02,0.00,LAX
104.25.124.75,4,4,0.00,223.02,0.00,LAX
104.19.78.38,4,4,0.00,223.03,0.00,LAX
104.16.88.216,4,4,0.00,223.04,0.00,LAX
104.21.93.24,4,4,0.00,223.04,0.00,LAX
104.24.136.115,4,4,0.00,223.05,0.00,LAX
162.159.236.248,4,4,0.00,223.06,0.00,LAX
104.24.161.167,4,4,0.00,223.08,0.00,LAX
104.25.243.47,4,4,0.00,223.08,0.00,LAX
104.19.115.79,4,4,0.00,223.15,0.00,LAX
172.67.228.151,4,4,0.00,223.17,0.00,LAX
104.21.31.169,4,4,0.00,223.17,0.00,LAX
104.17.75.247,4,4,0.00,223.17,0.00,LAX
104.27.61.209,4,4,0.00,223.18,0.00,LAX
104.24.215.8,4,4,0.00,223.18,0.00,LAX
104.25.144.247,4,4,0.00,223.19,0.00,LAX
104.17.193.21,4,4,0.00,223.20,0.00,LAX
172.67.206.158,4,4,0.00,223.20,0.00,LAX
198.41.211.206,4,4,0.00,223.21,0.00,LAX
104.24.15.242,4,4,0.00,223.21,0.00,LAX
172.66.166.127,4,4,0.00,223.22,0.00,LAX
104.25.172.106,4,4,0.00,223.24,0.00,LAX
104.17.101.123,4,4,0.00,223.26,0.00,LAX
172.66.1.5,4,4,0.00,223.26,0.00,LAX
172.67.189.182,4,4,0.00,223.27,0.00,LAX
104.27.11.190,4,4,0.00,223.27,0.00,LAX
104.27.197.3,4,4,0.00,223.28,0.00,LAX
104.17.167.243,4,4,0.00,223.29,0.00,LAX
104.17.53.153,4,4,0.00,223.32,0.00,LAX
104.27.71.133,4,4,0.00,223.33,0.00,LAX
104.27.112.67,4,4,0.00,223.34,0.00,LAX
104.20.43.204,4,4,0.00,223.36,0.00,LAX
104.25.20.92,4,4,0.00,223.37,0.00,LAX
104.24.211.170,4,4,0.00,223.37,0.00,LAX
172.66.204.211,4,4,0.00,223.42,0.00,SJC
104.27.106.94,4,4,0.00,223.46,0.00,LAX
104.19.209.1,4,4,0.00,223.48,0.00,LAX
172.64.94.109,4,4,0.00,223.50,0.00,LAX
104.24.225.100,4,4,0.00,223.51,0.00,LAX
104.24.14.147,4,4,0.00,223.51,0.00,LAX
104.21.224.87,4,4,0.00,223.55,0.00,LAX
104.24.10.166,4,4,0.00,223.56,0.00,LAX
104.19.221.171,4,4,0.00,223.57,0.00,LAX
172.66.206.220,4,4,0.00,223.57,0.00,LAX
172.66.139.193,4,4,0.00,223.57,0.00,LAX
104.21.29.195,4,4,0.00,223.59,0.00,LAX
104.24.24.237,4,4,0.00,223.60,0.00,LAX
104.20.0.76,4,4,0.00,223.60,0.00,LAX
104.16.25.85,4,4,0.00,223.61,0.00,LAX
172.66.140.21,4,4,0.00,223.62,0.00,SJC
162.159.195.140,4,4,0.00,223.63,0.00,LAX
172.67.86.99,4,4,0.00,223.63,0.00,LAX
104.20.54.214,4,4,0.00,223.64,0.00,LAX
104.21.197.212,4,4,0.00,223.66,0.00,LAX
104.24.242.185,4,4,0.00,223.66,0.00,LAX
104.19.75.51,4,4,0.00,223.70,0.00,LAX
104.27.111.239,4,4,0.00,223.70,0.00,LAX
172.67.213.190,4,4,0.00,223.70,0.00,LAX
104.16.241.160,4,4,0.00,223.73,0.00,LAX
172.64.41.186,4,4,0.00,223.75,0.00,LAX
104.18.250.77,4,4,0.00,223.75,0.00,LAX
104.17.135.126,4,4,0.00,223.75,0.00,LAX
172.67.148.43,4,4,0.00,223.76,0.00,LAX
104.25.114.0,4,4,0.00,223.77,0.00,LAX
104.17.47.46,4,4,0.00,223.79,0.00,LAX
104.19.121.4,4,4,0.00,223.81,0.00,LAX
104.20.30.153,4,4,0.00,223.82,0.00,LAX
104.18.58.95,4,4,0.00,223.82,0.00,LAX
104.24.56.68,4,4,0.00,223.82,0.00,LAX
104.17.5.221,4,4,0.00,223.83,0.00,LAX
104.16.254.229,4,4,0.00,223.84,0.00,LAX
141.101.123.225,4,4,0.00,223.84,0.00,LAX
104.19.163.187,4,4,0.00,223.84,0.00,LAX
172.67.73.89,4,4,0.00,223.84,0.00,LAX
104.16.214.187,4,4,0.00,223.91,0.00,LAX
104.17.66.101,4,4,0.00,223.92,0.00,LAX
104.17.195.87,4,4,0.00,223.93,0.00,LAX
162.159.38.169,4,4,0.00,223.97,0.00,LAX
172.67.81.81,4,4,0.00,223.99,0.00,LAX
104.18.234.113,4,4,0.00,224.05,0.00,LAX
104.16.209.250,4,4,0.00,224.10,0.00,LAX
104.27.10.109,4,4,0.00,224.11,0.00,LAX
104.17.77.101,4,4,0.00,224.11,0.00,LAX
104.16.43.69,4,4,0.00,224.11,0.00,LAX
104.16.7.111,4,4,0.00,224.11,0.00,LAX
104.24.6.101,4,4,0.00,224.13,0.00,LAX
104.19.100.223,4,4,0.00,224.14,0.00,LAX
104.25.216.125,4,4,0.00,224.14,0.00,LAX
104.19.15.185,4,4,0.00,224.14,0.00,LAX
172.67.91.66,4,4,0.00,224.14,0.00,LAX
172.67.181.156,4,4,0.00,224.17,0.00,LAX
104.18.143.159,4,4,0.00,224.18,0.00,LAX
104.18.46.220,4,4,0.00,224.19,0.00,LAX
104.17.40.206,4,4,0.00,224.19,0.00,LAX
104.19.142.135,4,4,0.00,224.19,0.00,LAX
104.18.186.141,4,4,0.00,224.21,0.00,LAX
104.25.69.198,4,4,0.00,224.21,0.00,LAX
104.24.223.106,4,4,0.00,224.21,0.00,LAX
104.16.38.100,4,4,0.00,224.22,0.00,LAX
104.24.147.154,4,4,0.00,224.23,0.00,LAX
104.25.191.16,4,4,0.00,224.25,0.00,LAX
162.159.25.126,4,4,0.00,224.25,0.00,LAX
172.67.150.79,4,4,0.00,224.26,0.00,LAX
104.16.121.204,4,4,0.00,224.27,0.00,LAX
104.18.42.28,4,4,0.00,224.27,0.00,LAX
104.20.27.199,4,4,0.00,224.27,0.00,LAX
104.19.68.249,4,4,0.00,224.28,0.00,LAX
104.19.70.5,4,4,0.00,224.30,0.00,LAX
104.17.33.251,4,4,0.00,224.30,0.00,LAX
104.16.235.112,4,4,0.00,224.31,0.00,LAX
104.21.106.194,4,4,0.00,224.33,0.00,LAX
162.159.24.49,4,4,0.00,224.34,0.00,LAX
104.16.239.66,4,4,0.00,224.35,0.00,LAX
108.162.194.152,4,4,0.00,224.37,0.00,LAX
104.17.143.231,4,4,0.00,224.38,0.00,LAX
172.64.52.169,4,4,0.00,224.39,0.00,SJC
162.159.94.120,4,4,0.00,224.41,0.00,LAX
104.19.112.127,4,4,0.00,224.42,0.00,LAX
104.24.194.85,4,4,0.00,224.43,0.00,LAX
104.19.53.240,4,4,0.00,224.48,0.00,LAX
104.16.20.26,4,4,0.00,224.49,0.00,LAX
104.16.60.96,4,4,0.00,224.50,0.00,LAX
104.25.187.108,4,4,0.00,224.54,0.00,LAX
172.64.157.110,4,4,0.00,224.54,0.00,LAX
104.19.88.37,4,4,0.00,224.54,0.00,LAX
104.24.4.85,4,4,0.00,224.56,0.00,LAX
104.20.59.129,4,4,0.00,224.58,0.00,LAX
104.21.104.55,4,4,0.00,224.65,0.00,LAX
104.18.105.177,4,4,0.00,224.68,0.00,LAX
172.66.145.31,4,4,0.00,224.70,0.00,LAX
172.64.67.22,4,4,0.00,224.71,0.00,LAX
104.16.181.220,4,4,0.00,224.73,0.00,LAX
104.17.93.31,4,4,0.00,224.73,0.00,LAX
172.67.106.182,4,4,0.00,224.74,0.00,LAX
104.21.81.81,4,4,0.00,224.75,0.00,LAX
